,user_name,screen_name,description,user_location,text,language,hashtags,media_url,source,date,time
1163,Navy Lookout,NavyLookout,Independent Royal Navy news and analysis,UK,".@HMSPWLS departing from Portsmouth this morning for 3-week training period.

https://t.co/ED2gW7GDUC

Via @RNPics_ https://t.co/oMftJuMPAG",en,,https://pbs.twimg.com/media/FI40vuYWUAEHB6x.jpg,TweetDeck,2022-01-12,08:21:32
1164,Navy Lookout,NavyLookout,Independent Royal Navy news and analysis,UK,"Astute class submarine outbound on the Clyde this morning.

Via @SheilaLWeir https://t.co/dnIGts7eFX",en,,https://pbs.twimg.com/media/FI1FHEyXsAcIUOU.jpg,TweetDeck,2022-01-11,14:54:28
1165,Navy Lookout,NavyLookout,Independent Royal Navy news and analysis,UK,"Latest news commentary:

HMS Prince of Wales into the spotlight

https://t.co/ED2gW7GDUC https://t.co/6XAxDNeDJ4",en,,https://pbs.twimg.com/media/FI06IQpXIAcxOiq.jpg,TweetDeck,2022-01-11,14:09:14
1166,Navy Lookout,NavyLookout,Independent Royal Navy news and analysis,UK,#NATO change of command ceremony @HMSPWLS https://t.co/VOyP2NwvmG,en,NATO,https://pbs.twimg.com/media/FI0GWX4XMAEnMsN.jpg,Twitter for iPhone,2022-01-11,10:19:35
1167,Navy Lookout,NavyLookout,Independent Royal Navy news and analysis,UK,".@hms_mersey outbound in the fog this morning. 

Seen from @HMSPWLS https://t.co/AXu8md4rHN",en,,https://pbs.twimg.com/media/FI0Fm3hXEAAzSaH.jpg,Twitter for iPhone,2022-01-11,10:16:23
1168,Navy Lookout,NavyLookout,Independent Royal Navy news and analysis,UK,".@RFAMountsBay returned to Gare Loch Oil Jetty yesterday

via @wolfie250 https://t.co/t3yBH8PvtI",en,,https://pbs.twimg.com/media/FIzNq40XIAQQYoL.jpg,TweetDeck,2022-01-11,08:10:00
1169,Navy Lookout,NavyLookout,Independent Royal Navy news and analysis,UK,"Back on patrol

@hms_tyne outbound from Portsmouth today.

via @georgeemmett8 https://t.co/vJQed2Bb1D",en,,https://pbs.twimg.com/media/FIw2Or4WYAAGcZR.jpg,TweetDeck,2022-01-10,19:10:21
1170,Navy Lookout,NavyLookout,Independent Royal Navy news and analysis,UK,"Dusk departure for @HMS_Albion from Devonport this evening.

#UKResponseGroup 

Photos: @hms_albion @Rockhoppas https://t.co/fgnzApiNaH",en,UKResponseGroup,https://pbs.twimg.com/media/FIw1r9OXsAQ6i5z.jpg,TweetDeck,2022-01-10,19:10:02
1171,Navy Lookout,NavyLookout,Independent Royal Navy news and analysis,UK,RT @AWenham1: HMS Duncan refit nearing completion https://t.co/797EL9nJZZ,en,,https://pbs.twimg.com/media/FIpwWq0XIAEoSM9.jpg,TweetDeck,2022-01-10,08:16:10
1172,Navy Lookout,NavyLookout,Independent Royal Navy news and analysis,UK,".@HMSQNLZ alongside at Victory Jetty, Portsmouth in post -deployment maintenance period.

Via @scottyc298 https://t.co/QgV7vxh1mn",en,,https://pbs.twimg.com/media/FIreJgqXsAMmeFo.jpg,TweetDeck,2022-01-09,18:08:21
1173,Navy Lookout,NavyLookout,Independent Royal Navy news and analysis,UK,"🇮🇳India’s new aircraft carrier INS Vikrant heads out for the next round of sea trials.

Via @ANI https://t.co/UIIiSKQI6Y",en,,https://pbs.twimg.com/media/FIrD7thXEAstMfw.jpg,TweetDeck,2022-01-09,16:12:34
1174,Navy Lookout,NavyLookout,Independent Royal Navy news and analysis,UK,".@hms_albion @HMS_Richmond @hms_argyll @HMSNORT and ex-HMS Trenchant in Devonport this week.

Photo: Andy Amor https://t.co/74jEsIiqMe",en,,https://pbs.twimg.com/media/FIpsdkyXEAIqyKZ.jpg,TweetDeck,2022-01-09,09:50:28
1175,Navy Lookout,NavyLookout,Independent Royal Navy news and analysis,UK,"🇹🇭Thai navy finds abandoned 'ghost ship' adrift in Gulf of Siam. 

https://t.co/aTEexrDj2P https://t.co/U6lJ3gRoqm",en,,https://pbs.twimg.com/media/FIpnUx5XwAI3Ffd.jpg,TweetDeck,2022-01-09,09:28:36
1176,Navy Lookout,NavyLookout,Independent Royal Navy news and analysis,UK,".@HMSScottRN sails from #Gibraltar this evening.

Via @dparody https://t.co/Q2bEdVvHpt",en,Gibraltar,https://pbs.twimg.com/media/FImSRf0XEAYP3VM.jpg,TweetDeck,2022-01-08,17:57:10
1177,Navy Lookout,NavyLookout,Independent Royal Navy news and analysis,UK,"Busy Saturday for submarine activity.  

Astute-class boat outbound from the Clyde this afternoon.

via @SheilaLWeir https://t.co/RIcal0V23p",en,,https://pbs.twimg.com/media/FIlzfFiXsAM3ycd.jpg,TweetDeck,2022-01-08,15:42:33
1178,Navy Lookout,NavyLookout,Independent Royal Navy news and analysis,UK,"@SheilaLWeir HMS Tracker returning to Faslane after submarine escort duty.

Via @SheilaLWeir https://t.co/4bdJ81oLiB",en,,https://pbs.twimg.com/media/FIlmG28XsAYWCSJ.jpg,TweetDeck,2022-01-08,14:44:05
1179,Navy Lookout,NavyLookout,Independent Royal Navy news and analysis,UK,"@SheilaLWeir ..and outbound again a few hours later

Via @SheilaLWeir https://t.co/qPOCszCeeH",en,,https://pbs.twimg.com/media/FIlMYytXwAMaypG.jpg,TweetDeck,2022-01-08,12:51:56
1180,Navy Lookout,NavyLookout,Independent Royal Navy news and analysis,UK,".@hms_tamar to resume patrols  after arriving in Busan, 🇰🇷South Korea before Christmas.

(Library photo) https://t.co/nuNNFbjGJ9",en,,https://pbs.twimg.com/media/FIlBPW5XoAItzam.jpg,TweetDeck,2022-01-08,12:03:00
1181,Navy Lookout,NavyLookout,Independent Royal Navy news and analysis,UK,"Stewart Little of the Submarine Rescue Consultancy - intereview with the BBC

https://t.co/rvQwHXtrat https://t.co/LbMCEaNDsG",en,,https://pbs.twimg.com/media/FIkgKWmXMAIohL0.jpg,TweetDeck,2022-01-08,09:38:34
1182,Navy Lookout,NavyLookout,Independent Royal Navy news and analysis,UK,"The threat to world’s communications backbone – the vulnerability of undersea cables

https://t.co/DvQTgxpvQP https://t.co/BriKs8KDSC",en,,https://pbs.twimg.com/media/FIkb9-xXwAMZ3BU.jpg,TweetDeck,2022-01-08,09:20:10
1183,Navy Lookout,NavyLookout,Independent Royal Navy news and analysis,UK,.@RFAFortVictoria sailing from DM Crombie this morning - passing under Forth Bridges. https://t.co/jNpE95D6m8,en,,https://pbs.twimg.com/ext_tw_video_thumb/1479741789699461128/pu/img/PJ0Hopz6bS1HMdr1.jpg,TweetDeck,2022-01-08,09:08:47
1184,Navy Lookout,NavyLookout,Independent Royal Navy news and analysis,UK,@HMS_Westminster @PortsmouthProud Some great official images of her homecoming https://t.co/kxD5CDezKL,en,,https://pbs.twimg.com/media/FIgVoqMWUAU4jvi.jpg,TweetDeck,2022-01-07,14:14:27
1185,Navy Lookout,NavyLookout,Independent Royal Navy news and analysis,UK,".@HMS_Echo outbound from #Gibraltar this afternoon 

Via @key2med https://t.co/oGKLKlpo8E",en,Gibraltar,https://pbs.twimg.com/media/FIgKqDZWQAAkfS3.jpg,TweetDeck,2022-01-07,13:26:06
1186,Navy Lookout,NavyLookout,Independent Royal Navy news and analysis,UK,"Latest news commentary:

HMS Northumberland gets up close with a Russian submarine

https://t.co/SmzUFzFVOH https://t.co/pgfm5Tt6g5",en,,https://pbs.twimg.com/media/FIgDabUXMAAayR9.jpg,TweetDeck,2022-01-07,13:00:29
1187,Navy Lookout,NavyLookout,Independent Royal Navy news and analysis,UK,".@HmsBrocklesby outbound from Portsmouth this morning.

Via @georgeemmett8 https://t.co/ZcomAmsBsD",en,,https://pbs.twimg.com/media/FIfb3FJWQAEqrGU.jpg,TweetDeck,2022-01-07,10:01:42
1188,Navy Lookout,NavyLookout,Independent Royal Navy news and analysis,UK,".@RFATidespring arrives on the Mersey this morning for maintenance period at @CammellLaird 

Via @Streetgang42 https://t.co/bSuXueaiMl",en,,https://pbs.twimg.com/media/FIa-Rl4XIAEHGvM.jpg,TweetDeck,2022-01-06,13:14:04
1189,Navy Lookout,NavyLookout,Independent Royal Navy news and analysis,UK,".@HMSNORT outbound from Devonport this morning.

Via @RfaNostalgia https://t.co/9Uiysug9PP",en,,https://pbs.twimg.com/media/FIaNr5JX0AMfizP.jpg,TweetDeck,2022-01-06,09:41:35
1190,Navy Lookout,NavyLookout,Independent Royal Navy news and analysis,UK,".@hmssevern alongside in Falmouth for planned maintenance period  
@apgroupuk https://t.co/hibJNga2pG",en,,https://pbs.twimg.com/media/FIaKcQ5XMAALCMg.jpg,TweetDeck,2022-01-06,09:27:25
1191,Navy Lookout,NavyLookout,Independent Royal Navy news and analysis,UK,".@RFAMountsBay outbound from Faslane this afternoon.

Via @MichaelJWC626 https://t.co/aAWEf1r5oq",en,,https://pbs.twimg.com/media/FIXQ7dPX0AIP2n5.jpg,TweetDeck,2022-01-05,19:57:06
1192,Navy Lookout,NavyLookout,Independent Royal Navy news and analysis,UK,RT @Rockhoppas: The Eddystone Ro-Ro ship passing Plymouth Hoe this afternoon @NavyLookout #EsplanadeLife https://t.co/aoEVQ6PAFE,en,EsplanadeLife,https://pbs.twimg.com/media/FIV9-amXoAAsgqJ.jpg,TweetDeck,2022-01-05,14:15:21
1193,Navy Lookout,NavyLookout,Independent Royal Navy news and analysis,UK,"🇺🇸USS Albany - speedy departure from #Gibraltar this morning.

Via @dparody https://t.co/LxXWt2cSWS",en,Gibraltar,https://pbs.twimg.com/media/FIVdv6EXwAQ8ofx.jpg,TweetDeck,2022-01-05,11:33:55
1194,Navy Lookout,NavyLookout,Independent Royal Navy news and analysis,UK,"HMS Ambush (wearing name board on fin) outbound from Faslane this morning.

Via @MichaelJWC626 https://t.co/rhrKDtvF8v",en,,https://pbs.twimg.com/media/FIVbYa2WYAQh_fB.jpg,TweetDeck,2022-01-05,11:23:27
1195,Navy Lookout,NavyLookout,Independent Royal Navy news and analysis,UK,"MoD Ro Ro vessel MV Anvil Point outbound from Devonport this afternoon.

Via @Rockhoppas https://t.co/89K9Qwtvq0",en,,https://pbs.twimg.com/media/FIQ22m_XEAE8r1y.jpg,TweetDeck,2022-01-04,14:05:25
1196,Navy Lookout,NavyLookout,Independent Royal Navy news and analysis,UK,".@hms_mersey sails from Portsmouth this morning.

Via @PortsmouthProud https://t.co/HPYKHCB9rs",en,,https://pbs.twimg.com/ext_tw_video_thumb/1478316064949821440/pu/img/77ynnpWhdP2RXhVs.jpg,TweetDeck,2022-01-04,10:43:21
1197,Navy Lookout,NavyLookout,Independent Royal Navy news and analysis,UK,@Pompeyblokeoxon @darrenjaundrill Kelvin Hughes SharpEye navigation radar https://t.co/wnGN0raSVw,ht,,https://pbs.twimg.com/media/FIPZnrsX0AcR6JR.jpg,TweetDeck,2022-01-04,07:17:56
1198,Navy Lookout,NavyLookout,Independent Royal Navy news and analysis,UK,"""Warship Life at Sea” Episode 1 now on @channel5_tv @HMSNORT 

#WarshipLifeAtSea #Warship

@Mark_Tatts https://t.co/5wMsgDaHSW",en,"WarshipLifeAtSea, Warship",https://pbs.twimg.com/media/FINOB3pWQAEcKBc.jpg,TweetDeck,2022-01-03,21:08:54
1199,Navy Lookout,NavyLookout,Independent Royal Navy news and analysis,UK,".@HMSSomerset alongside 1 Wharf completing LIFEX refit and @HMSPortland in 4 basin in Devonport today.

Via @AmzJS13 https://t.co/5dsqOeHAgb",en,,https://pbs.twimg.com/media/FILnkgAXoAQUb9N.jpg,TweetDeck,2022-01-03,13:42:42
1200,Navy Lookout,NavyLookout,Independent Royal Navy news and analysis,UK,".@HMS_Echo out of dry dock and alongside in #Gibraltar for #NewYear

VIa @Anthony20513324 https://t.co/AM3o9Z4hu6",en,"Gibraltar, NewYear",https://pbs.twimg.com/media/FIBhCWWXMAcVk2y.jpg,TweetDeck,2022-01-01,14:35:34
1201,Navy Lookout,NavyLookout,Independent Royal Navy news and analysis,UK,"Midnight #NewYearsEve

@hmsdiamond and @HMSDragon alongside in Portsmouth 

via @davebpsmedical https://t.co/oFqEGVY24k",en,NewYearsEve,https://pbs.twimg.com/media/FIAVnjyXEAMDGwZ.jpg,TweetDeck,2022-01-01,09:06:19
1202,Navy Lookout,NavyLookout,Independent Royal Navy news and analysis,UK,".@RFAMountsBay alongside at the Garelochead Jetty for #NewYear

via @wolfie250 https://t.co/6WHKZcfNG7",en,NewYear,https://pbs.twimg.com/media/FIAUswuXEAIVyBr.jpg,TweetDeck,2022-01-01,09:02:12
1203,Navy Lookout,NavyLookout,Independent Royal Navy news and analysis,UK,".@HMSTrent alongside in #Gibraltar for #NewYear 

via @Anthony20513324 https://t.co/qRjkbCL0yg",en,"Gibraltar, NewYear",https://pbs.twimg.com/media/FH9RmJWXIAEMOV5.jpg,TweetDeck,2021-12-31,18:49:39
1204,Navy Lookout,NavyLookout,Independent Royal Navy news and analysis,UK,"🇺🇸Los Angeles class submarine USS Albany alongside in #Gibraltar for New Year.

Via @Anthony20513324 https://t.co/hl4zlMrvXx",en,Gibraltar,https://pbs.twimg.com/media/FH8wIFBXwAgjys1.jpg,TweetDeck,2021-12-31,16:23:30
1205,Navy Lookout,NavyLookout,Independent Royal Navy news and analysis,UK,"Fleet Ready Escort @HMS_Westminster outbound from the Clyde this morning.

Via @SheilaLWeir https://t.co/KvAizfQQwA",en,,https://pbs.twimg.com/media/FH2Z4-gX0AQXIxg.jpg,TweetDeck,2021-12-30,10:48:44
1206,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,Small tug/workboat ASSASSIN makes her way up the River Orwell to the port of ipswich 4/3/22. https://t.co/ReECG18S6r,en,,https://pbs.twimg.com/media/FNAxx_AXoAMyNH2.jpg,Twitter Web App,2022-03-04,14:28:08
1207,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,Dredger SAND FULMAR on approach to the port of ipswich 4/3/22. https://t.co/WwBgIXF2Hx,en,,https://pbs.twimg.com/media/FNAwsF6XoAUKGnP.jpg,Twitter Web App,2022-03-04,14:25:52
1208,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,Vehicles carrier RCC ANTWERP heading for Tilbury ro-ro 28/2/22. https://t.co/S6yKO8W4Sb,en,,https://pbs.twimg.com/media/FMsuHvLX0AEiiFV.jpg,Twitter Web App,2022-02-28,17:00:41
1209,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,Ro-Ro cargo ship VESPERTINE passing Tilbury inbound for purfleet 28/2/22. https://t.co/PBnABjvOXl,en,,https://pbs.twimg.com/media/FMsoMKgXMAYgkG1.jpg,Twitter Web App,2022-02-28,16:33:27
1210,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,General cargo ship KATE C passing Tilbury inbound to northfleet 28/2/22. https://t.co/iA02XDLfaj,en,,https://pbs.twimg.com/media/FMsmpCXXIAEvLLR.jpg,Twitter Web App,2022-02-28,16:27:30
1211,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,Superyacht LUSINE outbound from Tilbury dock heading for gibraltar 28/2/22 https://t.co/peCF5AeTFW,en,,https://pbs.twimg.com/media/FMskOa8WYAUHZba.jpg,Twitter Web App,2022-02-28,16:17:57
1212,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,EVER AIM departing the Port of Felixstowe after her maiden call 22/12/21. https://t.co/EnSRFLeM6T,en,,https://pbs.twimg.com/media/FHYw-F1WYAIdgj_.jpg,Twitter Web App,2021-12-24,16:41:53
1213,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,MSC ISTANBUL at berth9 with EVER AIM on her maiden visit about to leave berth8 at the Port of Felixstowe 22/12/21. https://t.co/Uwvz6WgPQr,en,,https://pbs.twimg.com/media/FHYMQtSXwAA_R5z.jpg,Twitter Web App,2021-12-24,14:04:14
1214,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,Survey/research vessel PATRIOT passing Felixstowe 22/12/21 https://t.co/oHjyO071th,en,,https://pbs.twimg.com/media/FHO7jv4XIBYuLDz.jpg,Twitter Web App,2021-12-22,18:51:52
1215,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,Offshore construction jack-up WIND SERVER passing Felixstowe inbound for the Port of Harwich 15/12/21. https://t.co/r4sjeCwPF5,en,,https://pbs.twimg.com/media/FGqL-x7XwAIkEgi.jpg,Twitter Web App,2021-12-15,15:38:37
1216,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,MCS ANNEKE passing Felixstowe inbound to Harwich 6/11/21 https://t.co/LLPbi4ZXjk,en,,https://pbs.twimg.com/media/FDxC7tUXsB4HCXA.jpg,Twitter Web App,2021-11-09,16:48:25
1217,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,25year old MAERSK KLEVEN on approach to the Port of Felixstowe 6/11/21. https://t.co/MiZ4cEssH1,en,,https://pbs.twimg.com/media/FDln-7hWQAEBsW0.jpg,Twitter Web App,2021-11-07,11:34:41
1218,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,Tanker ESKE passing Felixstowe outbound from Harwich 6/11/21. https://t.co/gRw7QDFkHB,en,,https://pbs.twimg.com/media/FDhC_0IWQAYKzKQ.jpg,Twitter Web App,2021-11-06,14:14:37
1219,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,EVER GENTLE arriving at the Port of Felixstowe 6/11/21. https://t.co/OpQ7QJIkba,en,,https://pbs.twimg.com/media/FDhCY99WUAM9G_C.jpg,Twitter Web App,2021-11-06,14:12:02
1220,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,Diving support vessel HBC ACHEIVER inbound for Harwich 6/11/21. https://t.co/rHUUq9Zuok,en,,https://pbs.twimg.com/media/FDhCBb9XMAQ9qop.jpg,Twitter Web App,2021-11-06,14:10:26
1221,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,Ultra large OOCL INDONESIA departing berth9 at the port of Felixstowe 6/11/21. https://t.co/BRBAfrRdy0,en,,https://pbs.twimg.com/media/FDhBacZX0AYOEoQ.jpg,Twitter Web App,2021-11-06,14:08:40
1222,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,Bulk carrier PETREL S sailing up the river orwell for the port of ipswich 19/10/21. https://t.co/kZmGqs8CZT,en,,https://pbs.twimg.com/media/FCERygoWUAgaDKS.jpg,Twitter Web App,2021-10-19,13:55:02
1223,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,RMS BAERL passing Felixstowe inbound for the port of Ipswich 16/10/21 https://t.co/4laK1GfUiN,en,,https://pbs.twimg.com/media/FB7P7BdXEAEMzHI.jpg,Twitter Web App,2021-10-17,19:50:25
1224,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,GSL KALLIOPI passing dredger sospan-dau on approach to the beach end turn and into the Port of Felixstowe 16/10/21. https://t.co/3U43pQ741R,en,,https://pbs.twimg.com/media/FB06bBFXsAY9XoF.jpg,Twitter Web App,2021-10-16,14:20:27
1225,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,VOLGA MAERSK departing the Port of Felixstowe this morning. https://t.co/Ltg9tUNuSV,en,,https://pbs.twimg.com/media/FB05_uRXEAcXK0g.jpg,Twitter Web App,2021-10-16,14:16:29
1226,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,THV PATRICIA outbound from Harwich this morning. https://t.co/lLHxxEluG0,en,,https://pbs.twimg.com/media/FB05ndCXMAEIHfk.jpg,Twitter Web App,2021-10-16,14:14:15
1227,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,Ultra large EVER GENIUS about to depart berth9 at the Port of Felixstowe this morning. https://t.co/FQhUI9UlJ2,en,,https://pbs.twimg.com/media/FB04_p2XEAczV1a.jpg,Twitter Web App,2021-10-16,14:12:34
1228,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,RT @BBCLookEast: Stewart White says farewell on BBC Look East after 37 years. https://t.co/MvfGp5BHui,en,,https://pbs.twimg.com/amplify_video_thumb/1443653090457100291/img/skMqYvKA71jEWpUa.jpg,Twitter Web App,2021-10-01,18:10:39
1229,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,EVER ACE - World's biggest containership departing the port of felixstowe this afternoon. https://t.co/v9OMIz8LJN,en,,https://pbs.twimg.com/media/E_VvfRwXIAAxCr6.jpg,Twitter Web App,2021-09-15,16:31:09
1230,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,MANISA STAR sailing up the River Orwell for the port of ipswich this afternoon. https://t.co/1JMQafcTtN,en,,https://pbs.twimg.com/media/E-sss1UXMAQb45Q.jpg,Twitter Web App,2021-09-07,17:14:35
1231,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,ONE MANHATTEN passing Canvey island inbound to London Gateway 2/9/21 https://t.co/FsQetApoWv,en,,https://pbs.twimg.com/media/E-S2RZXXMAchQ8N.jpg,Twitter Web App,2021-09-02,16:47:06
1232,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,Thames sailing barge VICTOR passing under the orwell bridge 28/8/21. https://t.co/frhodicM9W,en,,https://pbs.twimg.com/media/E-CvFCtXEAYKv0B.jpg,Twitter Web App,2021-08-30,13:40:46
1233,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,Tug GRAY SALVOR departing ipswich to meet incoming ship fagelgracht 28/8/21. https://t.co/ahj8D7MqfK,en,,https://pbs.twimg.com/media/E-COWhLWEAMNS_Q.jpg,Twitter Web App,2021-08-30,11:18:36
1234,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,ORWELL LADY about to pass under the orwell bridge inbound to ipswich 6/8/21. https://t.co/x695qXMY53,en,,https://pbs.twimg.com/media/E8bZFefWQCgZVCX.jpg,Twitter Web App,2021-08-10,12:03:45
1235,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,CWIND CHALLENGER outbound from fox's marina ipswich and heading for Brightlingsea 6/8/21. https://t.co/Hq17bIj0hI,en,,https://pbs.twimg.com/media/E8bYcMiXEAEBwSy.jpg,Twitter Web App,2021-08-10,12:01:44
1236,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,General cargo ship WILSON LIMERICK inbound to the Port of ipswich 6/8/21. https://t.co/DIDeYbSo0c,en,,https://pbs.twimg.com/media/E8G8zvpXEAUoCGC.jpg,Twitter Web App,2021-08-06,12:48:06
1237,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,Passenger ship ISLAND SKY sailing up the River Orwell for the port of ipswich 6/8/21. https://t.co/QK5KKPYlRL,en,,https://pbs.twimg.com/media/E8G1yYeWYAA7Pim.jpg,Twitter Web App,2021-08-06,12:17:03
1238,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,GOLDEN HORIZON passing felixstowe around 7am this morning inbound to Harwich. https://t.co/4Y9Ifvud60,en,,https://pbs.twimg.com/media/E773UUpWQAAesOX.jpg,Twitter Web App,2021-08-04,09:08:02
1239,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,Suez canal blocker EVER GIVEN arriving at the port of felixstowe 3/7/21. https://t.co/ZAOktBTANR,en,,https://pbs.twimg.com/media/E74HuW1XEAIk3cw.jpg,Twitter Web App,2021-08-03,15:41:14
1240,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,"Harwich Lifeboat 17-03 ""Albert Brown"" passing felixstowe heading back to Harwich 28/7/21. https://t.co/Qo5LidF3rn",en,,https://pbs.twimg.com/media/E7nZMi1WUAgxARr.jpg,Twitter Web App,2021-07-31,09:44:58
1241,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,GSL NINGBO departing the port of felixstowe 28/7/21. https://t.co/Xy0O8YUb2l,en,,https://pbs.twimg.com/media/E7cfG8OX0AMyg5a.jpg,Twitter Web App,2021-07-29,06:54:10
1242,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,New polar research ship SIR DAVID ATTENBOROUGH passing felixstowe inbound for Harwich 20/7/21. https://t.co/y6l059heSr,en,,https://pbs.twimg.com/media/E6vXbjnWQBEBibe.jpg,Twitter Web App,2021-07-20,12:37:25
1243,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,X-bow offshore supply ship VOS PACE arriving at Great Yarmouth 16/7/21 https://t.co/WoQ64He5cS,en,,https://pbs.twimg.com/media/E6bqVqxWEAUq_Hi.jpg,Twitter Web App,2021-07-16,16:47:45
1244,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,Cable layer WIND OF PRIDE inbound to Great Yarmouth's outer harbour 16/7/21. https://t.co/2G7Msrx4cI,en,,https://pbs.twimg.com/media/E6bpuuLWUAUqsZX.jpg,Twitter Web App,2021-07-16,16:45:21
